Hearing Date,Hearing Time,Scheduled Hearing Location,Ticket Number,Respondent Last Name,Balance Due,Charge #1: Code Section,Hearing Status,Hearing Result,Violation Date,Violation Time,Issuing Agency,Respondent First Name,Violation Location (Borough),Violation Location (Block No.),Violation Location (Lot No.),Violation Location (House #),Violation Location (Street Name),Violation Location (Floor),Violation Location (City),Violation Location (Zip Code),Violation Location (State Name),Respondent Address (Borough),Respondent Address (House #),Respondent Address (Street Name),Respondent Address (City),Respondent Address (Zip Code),Respondent Address (State Name),Decision Location (Borough),Decision Date,Total Violation Amount,Violation Details,Date Judgment Docketed,Respondent Address or Facility Number(For FDNY and DOB Tickets),Penalty Imposed,Paid Amount,Additional Penalties or Late Fees,Compliance Status,Violation Description,Charge #1: Code,Charge #1: Code Description,Charge #1: Infraction Amount,Charge #2: Code,Charge #2: Code Section,Charge #2: Code Description,Charge #2: Infraction Amount,Charge #3: Code,Charge #3: Code Section,Charge #3: Code Description,Charge #3: Infraction Amount,Charge #4: Code,Charge #4: Code Section,Charge #4: Code Description,Charge #4: Infraction Amount,Charge #5: Code,Charge #5: Code Section,Charge #5: Code Description,Charge #5: Infraction Amount,Charge #6: Code,Charge #6: Code Section,Charge #6: Code Description,Charge #6: Infraction Amount,Charge #7: Code,Charge #7: Code Section,Charge #7: Code Description,Charge #7: Infraction Amount,Charge #8: Code,Charge #8: Code Section,Charge #8: Code Description,Charge #8: Infraction Amount,Charge #9: Code,Charge #9: Code Section,Charge #9: Code Description,Charge #9: Infraction Amount,Charge #10: Code,Charge #10: Code Section,Charge #10: Code Description,Charge #10: Infraction Amount
04/20/2017,10:00:00,QUEENS,0193653442,EXECUTIVE HOUSE OWNERS INC,$500.00,24RCNY8-05 F 2,RESCHEDULED,,10/24/2016,13:02:00,COOLING TOWERS - DOHMH,,QUEENS,02250,0001,72-35,112 STREET,,FOREST HILLS,11375,NEW YORK,MANHATTAN,70,EAST 55 STREET,NEW YORK,10022,NEW YORK,,,$500.00,20170302N,,,$500.00,$0.00,$0.00,Penalty Due,,AH8R,FAIL TO COLLECT ANALYZE RECORD WEEKLY BIO PROCESS CONTROL INDICATORS 1,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/28/2017,08:30:00,MANHATTAN,0193659593,PENNBOS REALTIES LLC,$0.00,NYCHC 3.05,PAID IN FULL,,01/18/2017,09:00:00,COOLING TOWERS - DOHMH,,MANHATTAN,00762,0033,575,8 AVENUE,,NEW YORK,10018,NEW YORK,MANHATTAN,575,8 AVENUE,NEW YORK,10018,NEW YORK,,,$1000.00,20170227N,,,$1000.00,$1000.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/06/2017,08:30:00,QUEENS,0193659676,GREATER NEW YORK AUTO DEALER,$500.00,24RCNY8-04 B,RESCHEDULED,ADJOURNED,10/21/2016,10:35:00,COOLING TOWERS - DOHMH,,QUEENS,04125,0001,139-10,15 AVENUE,,WHITESTONE,11357,NEW YORK,QUEENS,18-10,I 678,WHITESTONE,11357,NEW YORK,,,$500.00,20170302N,,,$500.00,$0.00,$0.00,Penalty Due,,AH8D,"COMPL INSPEC NOT CONDUCT,DOC'D ONCE EVERY 90 DAYS WHEN TOWER IN USE1ST",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/22/2017,08:30:00,MANHATTAN,0193649125,NYC55CORP,$0.00,24RCNY8-04 A,HEARING COMPLETED,DISMISSED,10/11/2016,09:14:00,COOLING TOWERS - DOHMH,,MANHATTAN,01310,0012,127,EAST 55 STREET,,NEW YORK,10022,NEW YORK,MANHATTAN,127,EAST 55 STREET,NEW YORK,10022,NEW YORK,MANHATTAN,03/27/2017,$500.00,20170322N,,,$0.00,$0.00,$0.00,All Terms Met,,AH8C,"ROUTINE MONIT NOT CONDUCT,DOC'D AT LEAST ONCE WEEK WHEN TOWER IN USE 1",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/22/2017,08:30:00,MANHATTAN,0193649134,NYC 55 CORP,$0.00,24RCNY8-05 F 2,HEARING COMPLETED,DISMISSED,10/11/2016,09:14:00,COOLING TOWERS - DOHMH,,MANHATTAN,01310,0012,127,EAST 55 STREET,,NEW YORK,10022,NEW YORK,MANHATTAN,127,EAST 55 STREET,NEW YORK,10022,NEW YORK,MANHATTAN,03/27/2017,$500.00,20170322N,,,$0.00,$0.00,$0.00,All Terms Met,,AH8R,FAIL TO COLLECT ANALYZE RECORD WEEKLY BIO PROCESS CONTROL INDICATORS 1,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/22/2017,08:30:00,MANHATTAN,0193649161,ARNOLD BIAS PRODUCTS INC,$530.00,24RCNY8-04 A,DEFAULTED,DEFAULTED,10/11/2016,09:57:00,COOLING TOWERS - DOHMH,,MANHATTAN,00512,0015,591,BROADWAY,,NEW YORK,10012,NEW YORK,MANHATTAN,591,BROADWAY,NEW YORK,10012,NEW YORK,,03/29/2017,$500.00,20170322N,,,$530.00,$0.00,$0.00,Penalty Due,,AH8C,"ROUTINE MONIT NOT CONDUCT,DOC'D AT LEAST ONCE WEEK WHEN TOWER IN USE 1",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/22/2017,08:30:00,MANHATTAN,0193649180,ARNOLD BIAS PRODUCTS INC,$530.00,24RCNY8-05 F 2,DEFAULTED,DEFAULTED,10/11/2016,09:57:00,COOLING TOWERS - DOHMH,,MANHATTAN,00512,0015,591,BROADWAY,,NEW YORK,10012,NEW YORK,MANHATTAN,591,BROADWAY,NEW YORK,10012,NEW YORK,,03/29/2017,$500.00,20170322N,,,$530.00,$0.00,$0.00,Penalty Due,,AH8R,FAIL TO COLLECT ANALYZE RECORD WEEKLY BIO PROCESS CONTROL INDICATORS 1,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/15/2017,08:30:00,BROOKLYN,0193640911,MBST ALABAMA LLC,$0.00,,PAID IN FULL,IN VIOLATION,08/02/2016,16:01:00,COOLING TOWERS - DOHMH,,BROOKLYN,,,300,LIBERTY AVENUE,,BROOKLYN,11207,NEW YORK,BROOKLYN,300,LIBERTY AVENUE,BROOKLYN,11207,NEW YORK,BROOKLYN,02/15/2017,$1000.00,20170215,,,$1000.00,$1000.00,$0.00,All Terms Met,,,,$0.00,AH8A,24RCNY8-03,NO MAINTENANCE PROGRAM AND PLAN 1ST OFF,$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/15/2017,08:30:00,BROOKLYN,0193640920,MBST ALABAMA LLC,$0.00,,PAID IN FULL,IN VIOLATION,08/02/2016,16:01:00,COOLING TOWERS - DOHMH,,BROOKLYN,,,300,LIBERTY AVENUE,,BROOKLYN,11207,NEW YORK,BROOKLYN,300,LIBERTY AVENUE,BROOKLYN,11207,NEW YORK,BROOKLYN,02/15/2017,$500.00,20170215,,,$500.00,$500.00,$0.00,All Terms Met,,,,$0.00,AH8C,24RCNY8-04 A,"ROUTINE MONIT NOT CONDUCT,DOC'D AT LEAST ONCE WEEK WHEN TOWER IN USE 1",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/18/2017,08:30:00,MANHATTAN,0193649437,N A,$1000.00,24RCNY8-03,RESCHEDULED,,10/05/2016,15:05:00,COOLING TOWERS - DOHMH,,MANHATTAN,00510,7502,295,LAFAYETTE STREET,,NEW YORK,10012,NEW YORK,NOT NYC,,,,,,,,$1000.00,20170306N,,,$1000.00,$0.00,$0.00,Penalty Due,,AH8A,NO MAINTENANCE PROGRAM AND PLAN 1ST OFF,$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/18/2017,08:30:00,MANHATTAN,0193649446,N A,$500.00,24RCNY8-04 A,RESCHEDULED,,10/05/2016,15:05:00,COOLING TOWERS - DOHMH,,MANHATTAN,00510,7502,295,LAFAYETTE STREET,,NEW YORK,10012,NEW YORK,NOT NYC,,,,,,,,$500.00,20170306N,,,$500.00,$0.00,$0.00,Penalty Due,,AH8C,"ROUTINE MONIT NOT CONDUCT,DOC'D AT LEAST ONCE WEEK WHEN TOWER IN USE 1",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/18/2017,08:30:00,MANHATTAN,0193649455,N A,$500.00,24RCNY8-04 B,RESCHEDULED,,10/05/2016,15:05:00,COOLING TOWERS - DOHMH,,MANHATTAN,00510,7502,295,LAFAYETTE STREET,,NEW YORK,10012,NEW YORK,NOT NYC,,,,,,,,$500.00,20170306N,,,$500.00,$0.00,$0.00,Penalty Due,,AH8D,"COMPL INSPEC NOT CONDUCT,DOC'D ONCE EVERY 90 DAYS WHEN TOWER IN USE1ST",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/18/2017,08:30:00,MANHATTAN,0193649464,N A,$500.00,24RCNY8-05 F 2,RESCHEDULED,,10/05/2016,15:05:00,COOLING TOWERS - DOHMH,,MANHATTAN,00510,7502,295,LAFAYETTE STREET,,NEW YORK,10012,NEW YORK,NOT NYC,,,,,,,,$500.00,20170306N,,,$500.00,$0.00,$0.00,Penalty Due,,AH8R,FAIL TO COLLECT ANALYZE RECORD WEEKLY BIO PROCESS CONTROL INDICATORS 1,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/27/2017,08:30:00,MANHATTAN,0193659831,14TH LLC,$1030.00,NYCHC 3.05,DEFAULTED,DEFAULTED,01/18/2017,09:00:00,COOLING TOWERS - DOHMH,,MANHATTAN,01388,0044,42,EAST 74 STREET,,NEW YORK,10021,NEW YORK,MANHATTAN,42,EAST 74 STREET,NEW YORK,10021,NEW YORK,,03/06/2017,$1000.00,20170227N,,,$1030.00,$0.00,$0.00,Penalty Due,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/14/2017,08:30:00,MANHATTAN,0193660428,RUDIN EAST 55 STREET LLC,$500.00,24RCNY8-04 B,RESCHEDULED,,10/04/2016,12:34:00,COOLING TOWERS - DOHMH,,MANHATTAN,01309,0050,136,EAST 55 STREET,,NEW YORK,10022,NEW YORK,MANHATTAN,345,PARK AVENUE,NEW YORK,10154,NEW YORK,,,$500.00,20170306N,,,$500.00,$0.00,$0.00,Penalty Due,,AH8D,"COMPL INSPEC NOT CONDUCT,DOC'D ONCE EVERY 90 DAYS WHEN TOWER IN USE1ST",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/14/2017,08:30:00,MANHATTAN,0193660437,RUDIN EAST 55 STREET LLC,$500.00,24RCNY8-05 F 2,RESCHEDULED,,10/04/2016,12:34:00,COOLING TOWERS - DOHMH,,MANHATTAN,01309,0050,136,EAST 55 STREET,,NEW YORK,10022,NEW YORK,MANHATTAN,345,PARK AVENUE,NEW YORK,10154,NEW YORK,,,$500.00,20170306N,,,$500.00,$0.00,$0.00,Penalty Due,,AH8R,FAIL TO COLLECT ANALYZE RECORD WEEKLY BIO PROCESS CONTROL INDICATORS 1,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/14/2017,08:30:00,MANHATTAN,0193660446,RUDIN EAST 55 STREET LLC,$500.00,24RCNY8-04 A,RESCHEDULED,,10/04/2016,12:34:00,COOLING TOWERS - DOHMH,,MANHATTAN,01309,0050,136,EAST 55 STREET,,NEW YORK,10022,NEW YORK,MANHATTAN,345,PARK AVENUE,NEW YORK,10154,NEW YORK,,,$500.00,20170306N,,,$500.00,$0.00,$0.00,Penalty Due,,AH8C,"ROUTINE MONIT NOT CONDUCT,DOC'D AT LEAST ONCE WEEK WHEN TOWER IN USE 1",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/2017,08:30:00,BROOKLYN,0193641040,BROOKLYN COMMUNITY HOUSING AND,$530.00,24RCNY8-05 F 2,DEFAULTED,DEFAULTED,09/16/2016,10:50:00,COOLING TOWERS - DOHMH,,BROOKLYN,02044,0013,105,CARLTON AVENUE,,BROOKLYN,11205,NEW YORK,BROOKLYN,105,CARLTON AVENUE,BROOKLYN,11205,NEW YORK,,03/08/2017,$500.00,20170301N,,,$530.00,$0.00,$0.00,Penalty Due,,AH8R,FAIL TO COLLECT ANALYZE RECORD WEEKLY BIO PROCESS CONTROL INDICATORS 1,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/08/2017,08:30:00,BROOKLYN,0193643020,LISA,$500.00,24RCNY8-04 B,HEARING COMPLETED,IN VIOLATION,09/22/2016,17:01:00,COOLING TOWERS - DOHMH,WAGNER,BROOKLYN,05133,0014,2360,BEDFORD AVENUE,,BROOKLYN,11226,NEW YORK,NOT NYC,3333,BEVERLY RD,HOFFMAN ESTATES,60179,ILLINOIS,BROOKLYN,03/16/2017,$500.00,20170308N,,,$500.00,$0.00,$0.00,Penalty Due,,AH8D,"COMPL INSPEC NOT CONDUCT,DOC'D ONCE EVERY 90 DAYS WHEN TOWER IN USE1ST",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/27/2017,08:30:00,MANHATTAN,0193659548,MARTIN HILLANDER B H COLUMBU,$0.00,NYCHC 3.05,PAID IN FULL,IN VIOLATION,01/18/2017,09:00:00,COOLING TOWERS - DOHMH,,MANHATTAN,01196,0064,469,COLUMBUS AVENUE,,NEW YORK,10024,NEW YORK,MANHATTAN,157,EAST 25 STREET,NEW YORK,10010,NEW YORK,MANHATTAN,02/27/2017,$1000.00,20170227N,,,$1000.00,$1000.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2017,08:30:00,QUEENS,0193648795,CONTINENTAL OWNERS CORP,$500.00,24RCNY8-05 F 2,HEARING COMPLETED,IN VIOLATION,10/06/2016,11:43:00,COOLING TOWERS - DOHMH,,QUEENS,02215,0001,70-20,108 STREET,,FOREST HILLS,11375,NEW YORK,MANHATTAN,675,3 AVENUE,NEW YORK,10017,NEW YORK,QUEENS,03/02/2017,$500.00,20170223N,,,$500.00,$0.00,$0.00,Penalty Due,,AH8R,FAIL TO COLLECT ANALYZE RECORD WEEKLY BIO PROCESS CONTROL INDICATORS 1,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2017,08:30:00,QUEENS,0193648804,CONTINENTAL OWNERS CORP,$500.00,24RCNY8-04 A,HEARING COMPLETED,IN VIOLATION,10/06/2016,11:43:00,COOLING TOWERS - DOHMH,,QUEENS,02215,0001,70-20,108 STREET,,FOREST HILLS,11375,NEW YORK,MANHATTAN,675,3 AVENUE,NEW YORK,10017,NEW YORK,QUEENS,03/02/2017,$500.00,20170223N,,,$500.00,$0.00,$0.00,Penalty Due,,AH8C,"ROUTINE MONIT NOT CONDUCT,DOC'D AT LEAST ONCE WEEK WHEN TOWER IN USE 1",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2017,08:30:00,QUEENS,0193648813,CONTINENTAL OWNERS CORP,$500.00,24RCNY8-04 A,HEARING COMPLETED,IN VIOLATION,10/06/2016,11:43:00,COOLING TOWERS - DOHMH,,QUEENS,02215,0001,70-20,108 STREET,,FOREST HILLS,11375,NEW YORK,MANHATTAN,675,3 AVENUE,NEW YORK,10017,NEW YORK,QUEENS,03/02/2017,$500.00,20170223N,,,$500.00,$0.00,$0.00,Penalty Due,,AH8C,"ROUTINE MONIT NOT CONDUCT,DOC'D AT LEAST ONCE WEEK WHEN TOWER IN USE 1",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2017,08:30:00,QUEENS,0193648822,CONTINENTAL OWNERS CORP,$500.00,24RCNY8-04 B,HEARING COMPLETED,IN VIOLATION,10/06/2016,11:43:00,COOLING TOWERS - DOHMH,,QUEENS,02215,0001,70-20,108 STREET,,FOREST HILLS,11375,NEW YORK,MANHATTAN,675,3 AVENUE,NEW YORK,10017,NEW YORK,QUEENS,03/02/2017,$500.00,20170223N,,,$500.00,$0.00,$0.00,Penalty Due,,AH8D,"COMPL INSPEC NOT CONDUCT,DOC'D ONCE EVERY 90 DAYS WHEN TOWER IN USE1ST",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/2017,10:00:00,MANHATTAN,0193649070,EROS MANAGEMENT REALTY LLC,$500.00,24RCNY8-05 F 2,HEARING COMPLETED,IN VIOLATION,10/07/2016,10:15:00,COOLING TOWERS - DOHMH,,MANHATTAN,00759,0014,345,WEST 35 STREET,,NEW YORK,10001,NEW YORK,MANHATTAN,345,WEST 35 STREET,NEW YORK,10001,NEW YORK,MANHATTAN,03/13/2017,$500.00,20170306N,,,$500.00,$0.00,$0.00,Penalty Due,,AH8R,FAIL TO COLLECT ANALYZE RECORD WEEKLY BIO PROCESS CONTROL INDICATORS 1,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/2017,08:30:00,MANHATTAN,0193649390,BROAD PRINCE REALTY CORP,$1030.00,24RCNY8-03,DEFAULTED,DEFAULTED,10/06/2016,15:50:00,COOLING TOWERS - DOHMH,,MANHATTAN,00511,0006,580,BROADWAY,,NEW YORK,10012,NEW YORK,MANHATTAN,580,BROADWAY,NEW YORK,10012,NEW YORK,,03/13/2017,$1000.00,20170306N,,,$1030.00,$0.00,$0.00,Penalty Due,,AH8A,NO MAINTENANCE PROGRAM AND PLAN 1ST OFF,$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/2017,08:30:00,MANHATTAN,0193649400,BROAD PRINCE REALTY CORP,$530.00,24RCNY8-05 C 3,DEFAULTED,DEFAULTED,10/06/2016,15:50:00,COOLING TOWERS - DOHMH,,MANHATTAN,00511,0006,580,BROADWAY,,NEW YORK,10012,NEW YORK,MANHATTAN,580,BROADWAY,NEW YORK,10012,NEW YORK,,03/13/2017,$500.00,20170306N,,,$530.00,$0.00,$0.00,Penalty Due,,AH8L,NO RECORDS OF ALL CHEMICALS AND BIOCIDES ADDED 1ST,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/10/2017,10:30:00,BROOKLYN,0193643084,LUTHERAN MEDICAL CENTER,$500.00,24RCNY8-05 F 2,RESCHEDULED,,09/22/2016,11:42:00,COOLING TOWERS - DOHMH,,BROOKLYN,00828,0001,150,55 STREET,,BROOKLYN,11220,NEW YORK,BROOKLYN,150,55 STREET,BROOKLYN,11220,NEW YORK,,,$500.00,20170308N,,,$500.00,$0.00,$0.00,Penalty Due,,AH8R,FAIL TO COLLECT ANALYZE RECORD WEEKLY BIO PROCESS CONTROL INDICATORS 1,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/10/2017,10:30:00,BROOKLYN,0193643102,LUTHERAN MEDICAL CENTER,$500.00,24RCNY8-05 F 2,RESCHEDULED,,09/22/2016,12:23:00,COOLING TOWERS - DOHMH,,BROOKLYN,00828,0001,150,55 STREET,,BROOKLYN,11220,NEW YORK,BROOKLYN,150,55 STREET,BROOKLYN,11220,NEW YORK,,,$500.00,20170308N,,,$500.00,$0.00,$0.00,Penalty Due,,AH8R,FAIL TO COLLECT ANALYZE RECORD WEEKLY BIO PROCESS CONTROL INDICATORS 1,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/10/2017,10:30:00,BROOKLYN,0193643111,LUTHERAN MEDICAL CENTER,$500.00,24RCNY8-04 A,RESCHEDULED,,09/22/2016,12:23:00,COOLING TOWERS - DOHMH,,BROOKLYN,00828,0001,150,55 STREET,,BROOKLYN,11220,NEW YORK,BROOKLYN,150,55 STREET,BROOKLYN,11220,NEW YORK,,,$500.00,20170308N,,,$500.00,$0.00,$0.00,Penalty Due,,AH8C,"ROUTINE MONIT NOT CONDUCT,DOC'D AT LEAST ONCE WEEK WHEN TOWER IN USE 1",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/27/2017,10:30:00,QUEENS,0193648914,N A,$1000.00,24RCNY8-03,RESCHEDULED,,10/05/2016,15:01:00,COOLING TOWERS - DOHMH,,QUEENS,04959,7502,35-15,FARRINGTON STREET,,FLUSHING,11354,NEW YORK,NOT NYC,,,,,,,,$1000.00,20170309N,,,$1000.00,$0.00,$0.00,Penalty Due,,AH8A,NO MAINTENANCE PROGRAM AND PLAN 1ST OFF,$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/27/2017,10:30:00,QUEENS,0193648923,N A,$500.00,24RCNY8-04 A,RESCHEDULED,,10/05/2016,15:01:00,COOLING TOWERS - DOHMH,,QUEENS,04959,7502,35-15,FARRINGTON STREET,,FLUSHING,11354,NEW YORK,NOT NYC,,,,,,,,$500.00,20170309N,,,$500.00,$0.00,$0.00,Penalty Due,,AH8C,"ROUTINE MONIT NOT CONDUCT,DOC'D AT LEAST ONCE WEEK WHEN TOWER IN USE 1",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/27/2017,10:30:00,QUEENS,0193648932,N A,$500.00,24RCNY8-04 B,RESCHEDULED,,10/05/2016,15:01:00,COOLING TOWERS - DOHMH,,QUEENS,04959,7502,35-15,FARRINGTON STREET,,FLUSHING,11354,NEW YORK,NOT NYC,,,,,,,,$500.00,20170309N,,,$500.00,$0.00,$0.00,Penalty Due,,AH8D,"COMPL INSPEC NOT CONDUCT,DOC'D ONCE EVERY 90 DAYS WHEN TOWER IN USE1ST",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/27/2017,10:30:00,QUEENS,0193648941,N A,$500.00,24RCNY8-05 F 2,RESCHEDULED,,10/05/2016,15:01:00,COOLING TOWERS - DOHMH,,QUEENS,04959,7502,35-15,FARRINGTON STREET,,FLUSHING,11354,NEW YORK,NOT NYC,,,,,,,,$500.00,20170309N,,,$500.00,$0.00,$0.00,Penalty Due,,AH8R,FAIL TO COLLECT ANALYZE RECORD WEEKLY BIO PROCESS CONTROL INDICATORS 1,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2017,08:30:00,QUEENS,0193648950,MATTONE GROUP MANAGEMENT LLC,$500.00,24RCNY8-04 A,RESCHEDULED,,10/05/2016,09:37:00,COOLING TOWERS - DOHMH,,QUEENS,10100,0001,159-02,JAMAICA AVENUE,,JAMAICA,11432,NEW YORK,QUEENS,134-01,20 AVENUE,COLLEGE POINT,11356,NEW YORK,,,$500.00,20170309N,,,$500.00,$0.00,$0.00,Penalty Due,,AH8C,"ROUTINE MONIT NOT CONDUCT,DOC'D AT LEAST ONCE WEEK WHEN TOWER IN USE 1",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2017,08:30:00,QUEENS,0193648960,MATTONE GROUP MANAGEMENT LLC,$500.00,24RCNY8-04 B,RESCHEDULED,,10/05/2016,09:37:00,COOLING TOWERS - DOHMH,,QUEENS,10100,0001,159-02,JAMAICA AVENUE,,JAMAICA,11432,NEW YORK,QUEENS,134-01,20 AVENUE,COLLEGE POINT,11356,NEW YORK,,,$500.00,20170309N,,,$500.00,$0.00,$0.00,Penalty Due,,AH8D,"COMPL INSPEC NOT CONDUCT,DOC'D ONCE EVERY 90 DAYS WHEN TOWER IN USE1ST",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2017,08:30:00,QUEENS,0193648979,MATTONE GROUP MANAGEMENT LLC,$500.00,24RCNY8-05 F 2,RESCHEDULED,,10/05/2016,09:37:00,COOLING TOWERS - DOHMH,,QUEENS,10100,0001,159-02,JAMAICA AVENUE,,JAMAICA,11432,NEW YORK,QUEENS,134-01,20 AVENUE,COLLEGE POINT,11356,NEW YORK,,,$500.00,20170309N,,,$500.00,$0.00,$0.00,Penalty Due,,AH8R,FAIL TO COLLECT ANALYZE RECORD WEEKLY BIO PROCESS CONTROL INDICATORS 1,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2017,10:30:00,QUEENS,0193649271,CORDMEYER DEVELOPMENT,$0.00,24RCNY8-03,PAID IN FULL,,10/11/2016,13:44:00,COOLING TOWERS - DOHMH,,QUEENS,05019,0008,40-13,MAIN STREET,,FLUSHING,11354,NEW YORK,QUEENS,,P O BOX 750010,FOREST HILLS,11375,NEW YORK,,,$1000.00,20170309N,,,$1000.00,$1000.00,$0.00,All Terms Met,,AH8A,NO MAINTENANCE PROGRAM AND PLAN 1ST OFF,$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2017,10:30:00,QUEENS,0193649280,CORDMEYER DEVELOPMENT,$0.00,24RCNY8-04 A,PAID IN FULL,,10/11/2016,13:44:00,COOLING TOWERS - DOHMH,,QUEENS,05019,0008,40-13,MAIN STREET,,FLUSHING,11354,NEW YORK,QUEENS,,PO BOX 750010,FOREST HILLS,11375,NEW YORK,,,$500.00,20170309N,,,$500.00,$500.00,$0.00,All Terms Met,,AH8C,"ROUTINE MONIT NOT CONDUCT,DOC'D AT LEAST ONCE WEEK WHEN TOWER IN USE 1",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2017,10:30:00,QUEENS,0193649290,CORDMEYER DEVELOPMENT,$0.00,24RCNY8-04 B,PAID IN FULL,,10/11/2016,13:44:00,COOLING TOWERS - DOHMH,,QUEENS,05019,0008,40-13,MAIN STREET,,FLUSHING,11354,NEW YORK,QUEENS,,P O BOX 750010,FOREST HILLS,11375,NEW YORK,,,$500.00,20170309N,,,$500.00,$500.00,$0.00,All Terms Met,,AH8D,"COMPL INSPEC NOT CONDUCT,DOC'D ONCE EVERY 90 DAYS WHEN TOWER IN USE1ST",$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2017,10:30:00,QUEENS,0193649309,CORDMEYER DEVELOPMENT,$0.00,24RCNY8-05 F 2,PAID IN FULL,,10/11/2016,13:44:00,COOLING TOWERS - DOHMH,,QUEENS,05019,0008,40-13,MAIN STREET,,FLUSHING,11354,NEW YORK,QUEENS,,PO BOX 750010,FOREST HILLS,11375,NEW YORK,,,$500.00,20170309N,,,$500.00,$500.00,$0.00,All Terms Met,,AH8R,FAIL TO COLLECT ANALYZE RECORD WEEKLY BIO PROCESS CONTROL INDICATORS 1,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2017,10:30:00,QUEENS,0193651545,CITIFIELD,$530.00,24RCNY8-05 F 2,DEFAULTED,DEFAULTED,10/18/2016,15:45:00,COOLING TOWERS - DOHMH,,QUEENS,01787,0001,120-01,ROOSEVELT AVENUE,,CORONA,11368,NEW YORK,QUEENS,,ROOSEVELT AVENUE,CORONA,11368,NEW YORK,,03/09/2017,$500.00,20170302N,,,$530.00,$0.00,$0.00,Penalty Due,,AH8R,FAIL TO COLLECT ANALYZE RECORD WEEKLY BIO PROCESS CONTROL INDICATORS 1,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
