,Ticket Number,Violation Date,Violation Time,Issuing Agency,Respondent Last Name,Respondent First Name,Balance Due,Violation Location (Borough),Violation Location (Block No.),Violation Location (Lot No.),Violation Location (House #),Violation Location (Street Name),Violation Location (Floor),Violation Location (City),Violation Location (Zip Code),Violation Location (State Name),Respondent Address (Borough),Respondent Address (House #),Respondent Address (Street Name),Respondent Address (City),Respondent Address (Zip Code),Respondent Address (State Name),Hearing Status,Hearing Result,Scheduled Hearing Location,Hearing Date,Hearing Time,Decision Location (Borough),Decision Date,Total Violation Amount,Violation Details,Date Judgment Docketed,Respondent Address or Facility Number(For FDNY and DOB Tickets),Penalty Imposed,Paid Amount,Additional Penalties or Late Fees,Compliance Status,Violation Description,Charge #1: Code,Charge #1: Code Section,Charge #1: Code Description,Charge #1: Infraction Amount,Charge #2: Code,Charge #2: Code Section,Charge #2: Code Description,Charge #2: Infraction Amount,Charge #3: Code,Charge #3: Code Section,Charge #3: Code Description,Charge #3: Infraction Amount,Charge #4: Code,Charge #4: Code Section,Charge #4: Code Description,Charge #4: Infraction Amount,Charge #5: Code,Charge #5: Code Section,Charge #5: Code Description,Charge #5: Infraction Amount,Charge #6: Code,Charge #6: Code Section,Charge #6: Code Description,Charge #6: Infraction Amount,Charge #7: Code,Charge #7: Code Section,Charge #7: Code Description,Charge #7: Infraction Amount,Charge #8: Code,Charge #8: Code Section,Charge #8: Code Description,Charge #8: Infraction Amount,Charge #9: Code,Charge #9: Code Section,Charge #9: Code Description,Charge #9: Infraction Amount,Charge #10: Code,Charge #10: Code Section,Charge #10: Code Description,Charge #10: Infraction Amount,BBL
35,037000444L,09/21/2015,01:45:00,DEPT. OF BUILDINGS,DELTA KEW HOLDING CORP,,$0.00,4,06634,0001,139-01,GRAND CENTRAL PARKWAY,,QNS,11435.0,NEW YORK,QUEENS,139-01,GRAND CENTRAL PARKWAY,QNS,11435.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,QUEENS,11/17/2015,10:30:00,BROOKLYN,10/02/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4066340001
36,037000435J,09/21/2015,06:30:00,DEPT. OF BUILDINGS,NY SCHOOL OF URBAN MINISTRY,,$0.00,4,00725,0022,46-02,31 AVENUE,,QNS,11103.0,NEW YORK,QUEENS,46-02,31 AVENUE,QNS,11103.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,QUEENS,11/17/2015,10:30:00,BROOKLYN,10/07/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4007250022
37,037000432Y,09/21/2015,07:10:00,DEPT. OF BUILDINGS,METROPOLITAN LIFE INS CO,,$0.00,4,00416,0021,41-21,27 STREET,,QNS,11101.0,NEW YORK,NOT NYC,200,SW MARKET ST,PORTLAND,97201.0,OHIO,HEARING COMPLETED,DISMISSED,MANHATTAN,04/08/2016,10:30:00,QUEENS,04/08/2016,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4004160021
38,037000438P,09/21/2015,05:35:00,DEPT. OF BUILDINGS,WHITNEY LLC,,$0.00,4,01553,0035,90-31,WHITNEY AVENUE,,QNS,11373.0,NEW YORK,QUEENS,90-31,WHITNEY AVENUE,QNS,11373.0,NEW YORK,HEARING COMPLETED,DISMISSED,QUEENS,05/20/2016,10:30:00,QUEENS,05/20/2016,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4015530035
39,037000430K,09/21/2015,07:00:00,DEPT. OF BUILDINGS,AUSTELL TEL LLC,,$0.00,4,00097,0004,47-37,AUSTELL PLACE,,QNS,11101.0,NEW YORK,MANHATTAN,55,5 AVENUE,NY,10003.0,NEW YORK,PAID IN FULL,DEFAULTED,QUEENS,11/17/2015,10:30:00,,11/23/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,02/29/2016,,$4000.00,$830.00,$-3197.00,Compliance Due,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000970004
40,037000431M,09/21/2015,07:20:00,DEPT. OF BUILDINGS,FBE VAN DAM,,$0.00,4,00253,0001,47-37,VAN DAM STREET,,LIC,11101.0,NEW YORK,QUEENS,47-36,VAN DAM STREET,LIC,11101.0,NEW YORK,PAID IN FULL,STIPULATED,QUEENS,11/17/2015,10:30:00,BROOKLYN,11/17/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$800.00,$800.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4002530001
41,037000436L,09/21/2015,05:50:00,DEPT. OF BUILDINGS,37TH AVENUE PALACE,,$3455.00,4,01456,0035,82-13,37 AVENUE,,QNS,11372.0,NEW YORK,QUEENS,82-13,37 AVENUE,QNS,11372.0,NEW YORK,DOCKETED,IN VIOLATION,QUEENS,11/17/2015,10:30:00,,11/23/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,02/29/2016,,$4000.00,$800.00,$0.00,Both Due,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4014560035
42,037000447R,09/21/2015,01:20:00,DEPT. OF BUILDINGS,MEDISYS HEALTH NETWORK INC,,$0.00,4,09364,0001,90-28,I 678,,QNS,11418.0,NEW YORK,QUEENS,89-06,135 STREET,QNS,11418.0,NEW YORK,HEARING COMPLETED,DISMISSED,QUEENS,02/16/2016,08:30:00,QUEENS,02/19/2016,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4093640001
43,037000480Z,09/21/2015,08:52:00,DEPT. OF BUILDINGS,"SAFRAN, MICHAEL T",,$0.00,4,00034,7502,5-19,BORDEN AVENUE,,QNS,11101.0,NEW YORK,QUEENS,5-19,BORDEN AVENUE,LIC,11101.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,QUEENS,11/17/2015,10:30:00,BROOKLYN,10/02/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000347502
44,037000484X,09/21/2015,12:30:00,DEPT. OF BUILDINGS,WAGNER COLLEGE,,$0.00,5,00620,0100,12,CAMPUS ROAD,,SI,10301.0,NEW YORK,STATEN IS,631,HOWARD AVENUE,SI,10301.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,STATEN IS,11/18/2015,10:30:00,,10/07/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5006200100
45,037000464Z,09/21/2015,06:45:00,DEPT. OF BUILDINGS,Q.B. ASSOCIATES,,$0.00,4,00242,0009,43-20,35 STREET,,QNS,11101.0,NEW YORK,QUEENS,34-09,35 STREET,QNS,11106.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,QUEENS,11/17/2015,10:30:00,BROOKLYN,10/20/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4002420009
46,037000461N,09/21/2015,06:05:00,DEPT. OF BUILDINGS,LEXINGTON SCH FOR DEA,,$0.00,4,01050,0002,25-01,73 STREET,,JACKSON HTS,11370.0,NEW YORK,NOT NYC,,30TH AVE AND 75 ST,JACKSON HTS,11370.0,NEW YORK,HEARING COMPLETED,DISMISSED,QUEENS,10/30/2015,10:30:00,QUEENS,10/30/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4010500002
47,037000473K,09/21/2015,04:30:00,DEPT. OF BUILDINGS,NYC PARKS,846,$0.00,4,02018,0001,126,MERIDIAN ROAD,,QNS,11355.0,NEW YORK,MANHATTAN,830,5 AVENUE,NY,10065.0,NEW YORK,WRITTEN OFF,POP IN-VIOL,QUEENS,11/17/2015,10:30:00,,09/25/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4020180001
48,037000479L,09/21/2015,08:15:00,DEPT. OF BUILDINGS,OWNER OF 23-29 44 DRIVE,,$400.00,4,00437,7501,23-29,44 DRIVE,,QNS,11101.0,NEW YORK,QUEENS,23-21,44 DRIVE,QNS,11101.0,NEW YORK,DOCKETED,STIPULATED,QUEENS,11/17/2015,10:30:00,BROOKLYN,11/17/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,06/30/2016,,$400.00,$0.00,$0.00,Penalty Due,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4004377501
49,037000478J,09/21/2015,04:55:00,DEPT. OF BUILDINGS,OWNER OF 88-15 QNS BLVD,,$4000.00,4,01843,7501,88-15,QUEENS BOULEVARD,,QNS,11373.0,NEW YORK,QUEENS,88-15,QUEENS BOULEVARD,FLUSHING,11373.0,NEW YORK,DOCKETED,DEFAULTED,QUEENS,11/17/2015,10:30:00,,11/23/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,02/29/2016,,$4000.00,$0.00,$0.00,Both Due,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4018437501
50,037000012H,09/21/2015,07:15:00,DEPT. OF BUILDINGS,GONG PARK REALTY CORP,,$0.00,1,00239,0012,92,ELIZABETH STREET,,NY,10013.0,NEW YORK,MANHATTAN,2,ALLEN STREET,NY,10002.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/06/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002390012
51,037000002Y,09/21/2015,01:47:00,DEPT. OF BUILDINGS,176 BROADWAY OWENRS CORP,,$0.00,1,00065,0017,176,BROADWAY,,NY,10038.0,NEW YORK,MANHATTAN,217,BROADWAY,NY,10007.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/20/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000650017
52,037000005J,09/21/2015,12:11:00,DEPT. OF BUILDINGS,15 PARK ROW CONDOMINIUM,,$0.00,1,00090,7501,13,PARK ROW,,NY,10038.0,NEW YORK,MANHATTAN,15,PARK ROW,NY,10038.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/27/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000907501
53,037000009R,09/21/2015,05:50:00,DEPT. OF BUILDINGS,MORGANE GREENE INC,,$0.00,1,00230,0020,28,GREENE STREET,,NY,10013.0,NEW YORK,MANHATTAN,666,BROADWAY,NY,10012.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/30/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002300020
54,037000001M,09/21/2015,02:05:00,DEPT. OF BUILDINGS,MIP ONE WALL ST ACQUISITION,,$0.00,1,00023,0007,60,BROADWAY,,NY,10004.0,NEW YORK,MANHATTAN,767,5 AVENUE,NY,10153.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,11/02/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000230007
55,037000004H,09/21/2015,12:51:00,DEPT. OF BUILDINGS,PACE UNIVERSITY,,$0.00,1,00078,0020,106,FULTON STREET,,NY,10038.0,NEW YORK,NOT NYC,235,ELM ROAD,BRIARCLIFF,10510.0,NEW YORK,PAID IN FULL,ADMIT IN-VIO,MANHATTAN,11/12/2015,10:30:00,,11/17/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$830.00,$830.00,$0.00,Compliance Due,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000780020
56,037000003X,09/21/2015,01:00:00,DEPT. OF BUILDINGS,LIGHTSTONE ACQUISITIONS X LL,,$0.00,1,00077,0015,128,WILLIAM STREET,,NY,10038.0,NEW YORK,MANHATTAN,244,WEST 54 STREET,NY,10019.0,NEW YORK,PAID IN FULL,IN VIOLATION,MANHATTAN,01/28/2016,08:30:00,MANHATTAN,01/28/2016,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$800.00,$800.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000770015
57,037000008P,09/21/2015,07:40:00,DEPT. OF BUILDINGS,ELDAD RLTY CORP,,$0.00,1,00204,0024,41,ELIZABETH STREET,,NY,10013.0,NEW YORK,MANHATTAN,76,BOWERY,NY,10013.0,NEW YORK,PAID IN FULL,STIPULATED,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,11/12/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,05/31/2016,,$800.00,$800.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002040024
58,037000021J,09/21/2015,06:10:00,DEPT. OF BUILDINGS,CLDN NY LLC,,$0.00,1,00487,0010,379,WEST BROADWAY,,NY,10012.0,NEW YORK,MANHATTAN,230,PARK AVENUE,NY,10017.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/16/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004870010
59,037000019K,09/21/2015,04:20:00,DEPT. OF BUILDINGS,SOHO PLAZA CORP,,$0.00,1,00483,0013,60,CROSBY STREET,,NY,10012.0,NEW YORK,MANHATTAN,10,EAST 40 STREET,NY,10016.0,NEW YORK,HEARING COMPLETED,DISMISSED,MANHATTAN,10/30/2015,10:30:00,MANHATTAN,10/30/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004830013
60,037000029Y,09/21/2015,03:05:00,DEPT. OF BUILDINGS,CABLE BUILDING OWNERS,,$0.00,1,00523,0048,611,BROADWAY,,NY,10012.0,NEW YORK,MANHATTAN,352,PARK AVENUE SOUTH,NY,10010.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/01/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005230048
61,037000028M,09/21/2015,02:40:00,DEPT. OF BUILDINGS,"625 BROADWAY VENTURE,LLC",,$0.00,1,00523,0046,625,BROADWAY,,NY,10012.0,NEW YORK,NOT NYC,9,ENTIN RD,PARSIPPANY,0.0,NEW JERSEY,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/23/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005230046
62,037000023N,09/21/2015,04:38:00,DEPT. OF BUILDINGS,GREYSTONE REALTY SPRING,,$0.00,1,00496,0040,75,SPRING STREET,,NY,10012.0,NEW YORK,MANHATTAN,30,VESEY STREET,NY,10007.0,NEW YORK,HEARING COMPLETED,DISMISSED,MANHATTAN,11/04/2015,10:30:00,MANHATTAN,11/04/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004960040
63,037000024P,09/21/2015,04:50:00,DEPT. OF BUILDINGS,SALVA DELAWARE LLC,,$0.00,1,00497,0009,546,BROADWAY,,NY,10012.0,NEW YORK,MANHATTAN,25,WEST 36 STREET,NY,10018.0,NEW YORK,PAID IN FULL,STIPULATED,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,11/12/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$400.00,$400.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004970009
64,037000025R,09/21/2015,03:15:00,DEPT. OF BUILDINGS,OWNER OF 127 MERCER ST,,$0.00,1,00499,7501,127,MERCER STREET,,NY,10012.0,NEW YORK,MANHATTAN,131,MERCER STREET,NY,10012.0,NEW YORK,HEARING COMPLETED,DISMISSED,MANHATTAN,09/01/2016,08:30:00,MANHATTAN,09/01/2016,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004997501
65,037000020H,09/21/2015,05:25:00,DEPT. OF BUILDINGS,466-26 SOHO LLC,,$4000.00,1,00485,0040,466,BROOME STREET,,NY,10013.0,NEW YORK,MANHATTAN,242,WEST 36 STREET,NY,10018.0,NEW YORK,DOCKETED,DEFAULTED,MANHATTAN,11/12/2015,10:30:00,,11/17/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,02/29/2016,,$4000.00,$0.00,$0.00,Both Due,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004850040
66,037000142X,09/21/2015,07:30:00,DEPT. OF BUILDINGS,WESTMINSTER HOUSE OW,,$0.00,1,01497,0021,39,EAST 85 STREET,,NY,10028.0,NEW YORK,MANHATTAN,35,EAST 85 STREET,NEW YORK,10028.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/02/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014970021
67,037000157Z,09/21/2015,01:05:00,DEPT. OF BUILDINGS,CHURCH OF ST FRANCIS DE SALES,,$0.00,1,01624,0060,116,EAST 97 STREET,,NY,10029.0,NEW YORK,MANHATTAN,116,EAST 97 STREET,NY,10029.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/15/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016240060
68,037000151H,09/21/2015,00:00:00,DEPT. OF BUILDINGS,MF ASSOCIATES OF NEW YORK LLC,,$0.00,1,01541,0021,232,EAST 96 STREET,,NY,10128.0,NEW YORK,MANHATTAN,545,MADISON AVENUE,NY,10022.0,NEW YORK,HEARING COMPLETED,DISMISSED,MANHATTAN,10/30/2015,10:30:00,MANHATTAN,10/30/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015410021
69,037000146N,09/21/2015,07:00:00,DEPT. OF BUILDINGS,CONG KEHILATH JESHURUN,,$0.00,1,01514,0013,123,EAST 85 STREET,,NY,10028.0,NEW YORK,MANHATTAN,125,EAST 85 STREET,NY,10028.0,NEW YORK,PAID IN FULL,ADMIT IN-VIO,MANHATTAN,11/12/2015,10:30:00,,11/17/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$830.00,$830.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015140013
70,037000049L,09/21/2015,03:30:00,DEPT. OF BUILDINGS,FORTUNA REALTY LLC,,$0.00,1,00804,0020,129,WEST 28 STREET,,MH,10001.0,NEW YORK,MANHATTAN,527,MADISON AVENUE,NY,10022.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,11/05/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY WITH CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008040020
71,037000018Z,09/21/2015,10:25:00,DEPT. OF BUILDINGS,NYC ACS,095,$0.00,1,00479,0001,180,MOTT STREET,,NY,10012.0,NEW YORK,MANHATTAN,150,WILLIAM STREET,NY,10038.0,NEW YORK,WRITTEN OFF,POP IN-VIOL,MANHATTAN,11/12/2015,10:30:00,,09/23/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004790001
72,037000015N,09/21/2015,06:10:00,DEPT. OF BUILDINGS,85 DELANCEY CORP,,$0.00,1,00409,0005,85,DELANCEY STREET,,MAN,10002.0,NEW YORK,MANHATTAN,95,DELANCEY STREET,NEW YORK,10002.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/01/2015,$800.00,"28-317.3,FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE",,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004090005
